time	plasma_radioactivity	whole_blood_radioactivity	whole_blood_11CO2	plasma_leucine
0.0	0.0	0.0	0.0	81.1
15.5	0.0	0.01776	n/a	n/a
25.5	0.04218	0.02849	n/a	n/a
36.0	0.96422	0.30932	n/a	n/a
46.0	75.3986	23.85797	n/a	n/a
57.0	112.554	86.4209	n/a	n/a
67.0	134.1435	106.6858	n/a	83.06
78.5	132.0308	107.9253	n/a	n/a
90.0	137.0702	107.4887	n/a	n/a
101.0	152.9432	122.4922	n/a	n/a
111.0	162.7556	127.6389	n/a	n/a
122.0	167.0365	136.5152	n/a	n/a
133.0	179.9865	150.7047	0.3145	n/a
143.0	167.758	142.4278	n/a	n/a
153.5	132.9558	120.2611	n/a	n/a
165.0	109.1019	93.7284	n/a	n/a
175.0	93.2104	80.6748	n/a	83.61
185.5	83.0946	71.3249	n/a	n/a
196.0	76.9119	65.305	n/a	n/a
205.0	72.372	61.2424	n/a	n/a
215.0	67.5546	57.313	n/a	n/a
225.0	64.4318	54.3197	n/a	n/a
235.0	61.4274	52.9433	n/a	n/a
246.0	58.9188	49.6873	n/a	n/a
255.5	56.9911	47.2342	0.5809	n/a
294.0	48.7475	40.9886	n/a	82.43
354.5	40.6186	34.30529	0.7437	n/a
473.0	29.84013	26.04911	0.7955	n/a
595.5	23.50943	21.04153	0.777	77.39
720.5	19.89601	17.45068	0.8584	n/a
899.5	15.77643	14.47662	0.9213	79.08
1199.5	12.32174	11.27427	1.0545	76.85
1515.5	10.01886	9.68586	0.888	n/a
1795.5	8.48817	9.02689	0.8658	78.36
2095.0	7.23683	8.991	0.8547	n/a
2417.0	6.32182	9.37617	0.9583	80.94
2997.0	5.55444	10.49209	0.8991	85.14
3600.0	4.93987	11.31016	0.6919	86.29
4221.5	4.14215	11.31016	0.6512	83.0
4787.0	3.41917	12.4172	0.7585	82.02
5391.5	3.19791	13.22306	0.6031	82.27
