time	plasma_radioactivity	whole_blood_radioactivity	whole_blood_11CO2	plasma_leucine
0.0	0.0	0.0	0.0	109.5
15.0	0.00851	0.0037	n/a	n/a
24.0	0.01776	0.00666	n/a	n/a
33.5	2.37762	0.26899	n/a	n/a
44.0	31.27943	9.42427	n/a	n/a
54.5	55.9218	36.92859	n/a	n/a
66.0	73.6226	51.6964	n/a	n/a
77.0	91.7896	72.3424	n/a	n/a
89.0	106.8893	87.7788	n/a	n/a
100.0	110.3451	92.093	n/a	n/a
110.5	119.1844	98.5014	n/a	n/a
121.0	127.8498	105.6831	n/a	n/a
130.5	136.4116	117.2604	0.6771	n/a
140.0	140.9256	123.5097	n/a	n/a
149.5	127.28	116.2762	n/a	n/a
158.5	110.704	100.7214	n/a	n/a
169.0	94.3833	85.9473	n/a	n/a
180.0	82.2658	76.0165	n/a	106.42
191.0	73.3858	66.1523	n/a	n/a
202.0	68.1873	59.8031	n/a	n/a
213.0	63.6252	57.1539	n/a	n/a
222.5	60.9538	53.28	n/a	n/a
233.0	58.8041	51.6446	n/a	n/a
244.0	55.3964	49.7428	n/a	n/a
254.0	53.4058	45.473	0.8843	n/a
293.0	46.9271	40.4188	n/a	107.67
354.5	38.073	32.97477	1.1359	n/a
475.0	29.33249	25.66579	1.1692	n/a
597.5	23.74549	20.6608	1.2395	104.55
714.5	20.03587	17.69562	1.4985	n/a
891.5	16.23116	14.36858	1.3098	n/a
1204.0	12.97479	11.46445	1.5133	101.6
1498.0	10.54833	9.93635	1.3357	n/a
1799.0	9.39467	9.09238	1.1618	100.34
2097.0	8.24434	11.22469	1.1655	n/a
2395.0	7.45994	8.76678	1.1581	100.9
2998.0	6.02915	8.80341	0.8325	98.65
3595.5	5.17519	9.05797	0.4625	95.72
4198.0	4.65756	9.05797	0.9916	97.34
4797.0	3.98786	9.46719	0.8066	96.91
5398.5	3.41584	9.8975	0.6105	100.09
